"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At","Artist Genres","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature","Album Genres","Label","Copyrights"
"spotify:track:1iugFsBigGHtRwvFVDG9oo","It Will Come Back","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","spotify:album:4Pv7m8D82A1Xun7xNCKZjJ","Hozier (Expanded Edition)","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","2014-09-19","https://i.scdn.co/image/ab67616d0000b2734ca68d59a4a29c856a4a39c2","1","11","277653","https://p.scdn.co/mp3-preview/a5c3af7e91ae639cd1d5f40e5eea405c95a63655?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","USSM11405192","spotify:user:arytiss","2024-07-17T17:09:43Z","irish singer-songwriter,modern rock,pop,pov: indie","0.5","0.446","0","-7.7","0","0.0338","0.382","0.00000483","0.159","0.154","86.425","4","","Columbia","P (P) 2014 Rubyworks, under license to Columbia Records, a Division of Sony Music Entertainment"
"spotify:track:094As2ygiOxXxzcyAna3Lk","Foreigner's God","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","spotify:album:4Pv7m8D82A1Xun7xNCKZjJ","Hozier (Expanded Edition)","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","2014-09-19","https://i.scdn.co/image/ab67616d0000b2734ca68d59a4a29c856a4a39c2","1","12","225226","https://p.scdn.co/mp3-preview/a4a39ff0c2bf6579dcf6f6efd9f7fdbe14af2646?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","USSM11405193","spotify:user:arytiss","2024-07-17T17:09:43Z","irish singer-songwriter,modern rock,pop,pov: indie","0.502","0.445","8","-7.622","1","0.0294","0.161","0.000466","0.111","0.377","88.866","4","","Columbia","P (P) 2014 Rubyworks, under license to Columbia Records, a Division of Sony Music Entertainment"
"spotify:track:1C042FLYy7rP3MfnkOcnha","Cherry Wine - Live","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","spotify:album:4Pv7m8D82A1Xun7xNCKZjJ","Hozier (Expanded Edition)","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","2014-09-19","https://i.scdn.co/image/ab67616d0000b2734ca68d59a4a29c856a4a39c2","1","13","240146","https://p.scdn.co/mp3-preview/51437a3a63b0dfded8b50c6e706fc67c77e2ac36?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","USSM11307294","spotify:user:arytiss","2024-07-17T17:09:43Z","irish singer-songwriter,modern rock,pop,pov: indie","0.415","0.11","1","-14.901","1","0.0388","0.951","0.00236","0.0962","0.234","81.876","4","","Columbia","P (P) 2014 Rubyworks, under license to Columbia Records, a Division of Sony Music Entertainment"
"spotify:track:5Pkn31exSVgFbfDAH961QC","In the Woods Somewhere","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","spotify:album:4Pv7m8D82A1Xun7xNCKZjJ","Hozier (Expanded Edition)","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","2014-09-19","https://i.scdn.co/image/ab67616d0000b2734ca68d59a4a29c856a4a39c2","1","14","331400","https://p.scdn.co/mp3-preview/fcb3bf906e3dcf251d4e1e6a8583ff584dbe14f4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","USSM11405457","spotify:user:arytiss","2024-07-17T17:09:43Z","irish singer-songwriter,modern rock,pop,pov: indie","0.354","0.426","6","-8.704","0","0.0295","0.782","0.11","0.115","0.185","98.062","3","","Columbia","P (P) 2014 Rubyworks, under license to Columbia Records, a Division of Sony Music Entertainment"
"spotify:track:2AEKTA8tQnXUullpmN8NkL","Run","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","spotify:album:4Pv7m8D82A1Xun7xNCKZjJ","Hozier (Expanded Edition)","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","2014-09-19","https://i.scdn.co/image/ab67616d0000b2734ca68d59a4a29c856a4a39c2","1","15","254773","https://p.scdn.co/mp3-preview/3ba880e984001b60047f1b17eb13a5b774df4430?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","USSM11405456","spotify:user:arytiss","2024-07-17T17:09:43Z","irish singer-songwriter,modern rock,pop,pov: indie","0.373","0.393","10","-8.462","0","0.0319","0.509","0.0623","0.105","0.272","71.749","4","","Columbia","P (P) 2014 Rubyworks, under license to Columbia Records, a Division of Sony Music Entertainment"
"spotify:track:4rcSvYi807urIIqfeX3tBo","Nina Cried Power (feat. Mavis Staples)","spotify:artist:2FXC3k01G6Gw61bmprjgqS, spotify:artist:0cTSCsVx04SSht9V6cpKN0","Hozier, Mavis Staples","spotify:album:2c7gFThUYyo2t6ogAgIYNw","Wasteland, Baby!","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","2019-03-01","https://i.scdn.co/image/ab67616d0000b2735795e01c151ba5a8ce4bd295","1","1","225306","https://p.scdn.co/mp3-preview/5c033d0c9f85be6738bad8c872b24dc1fc9fac6f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","USSM11806788","spotify:user:arytiss","2024-07-17T17:09:43Z","irish singer-songwriter,modern rock,pop,pov: indie,black americana,soul,southern soul,spirituals","0.365","0.875","1","-3.228","1","0.131","0.00893","0","0.0786","0.655","98.708","4","","Columbia","P (P) 2019 Rubyworks Ltd., under license to Columbia Records, a Division of Sony Music Entertainment"
"spotify:track:5Apvsk0suoivI1H8CmBglv","Almost (Sweet Music)","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","spotify:album:2c7gFThUYyo2t6ogAgIYNw","Wasteland, Baby!","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","2019-03-01","https://i.scdn.co/image/ab67616d0000b2735795e01c151ba5a8ce4bd295","1","2","217480","https://p.scdn.co/mp3-preview/538ba4fb44d4677768b61686b9dad85e1b36d274?cid=9950ac751e34487dbbe027c4fd7f8e99","false","74","USSM11806793","spotify:user:arytiss","2024-07-17T17:09:43Z","irish singer-songwriter,modern rock,pop,pov: indie","0.523","0.687","7","-5.601","1","0.105","0.0215","0.00000286","0.203","0.711","90.036","4","","Columbia","P (P) 2019 Rubyworks Ltd., under license to Columbia Records, a Division of Sony Music Entertainment"
"spotify:track:1djzKW3eYLyzjjHXazEWWh","Movement","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","spotify:album:2c7gFThUYyo2t6ogAgIYNw","Wasteland, Baby!","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","2019-03-01","https://i.scdn.co/image/ab67616d0000b2735795e01c151ba5a8ce4bd295","1","3","237800","https://p.scdn.co/mp3-preview/ed4450cb9906e306c83985963ecc9a797d6f504c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","USSM11806792","spotify:user:arytiss","2024-07-17T17:09:43Z","irish singer-songwriter,modern rock,pop,pov: indie","0.381","0.502","1","-5.505","0","0.0368","0.16","0.0000698","0.0842","0.147","144.3","4","","Columbia","P (P) 2019 Rubyworks Ltd., under license to Columbia Records, a Division of Sony Music Entertainment"
"spotify:track:4byXh93siQtzKLdjKuJaAF","No Plan","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","spotify:album:2c7gFThUYyo2t6ogAgIYNw","Wasteland, Baby!","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","2019-03-01","https://i.scdn.co/image/ab67616d0000b2735795e01c151ba5a8ce4bd295","1","4","331013","https://p.scdn.co/mp3-preview/37b0605ce80a462cdf878419a36236c2519bc85d?cid=9950ac751e34487dbbe027c4fd7f8e99","true","53","USSM11809028","spotify:user:arytiss","2024-07-17T17:09:43Z","irish singer-songwriter,modern rock,pop,pov: indie","0.456","0.75","9","-4.609","0","0.0444","0.115","0.0000169","0.114","0.564","80.019","4","","Columbia","P (P) 2019 Rubyworks Ltd., under license to Columbia Records, a Division of Sony Music Entertainment"
"spotify:track:69WkwzVjQS4Dc8QQtpz0qM","Nobody","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","spotify:album:2c7gFThUYyo2t6ogAgIYNw","Wasteland, Baby!","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","2019-03-01","https://i.scdn.co/image/ab67616d0000b2735795e01c151ba5a8ce4bd295","1","5","210573","https://p.scdn.co/mp3-preview/9083fcbae6759a6b6ac6560897354218692b83fe?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","USSM11809029","spotify:user:arytiss","2024-07-17T17:09:43Z","irish singer-songwriter,modern rock,pop,pov: indie","0.677","0.833","7","-4.997","1","0.0762","0.256","0.000158","0.142","0.631","90.997","4","","Columbia","P (P) 2019 Rubyworks Ltd., under license to Columbia Records, a Division of Sony Music Entertainment"
"spotify:track:5in02YJDTkdfKDQjfsvxYp","To Noise Making (Sing)","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","spotify:album:2c7gFThUYyo2t6ogAgIYNw","Wasteland, Baby!","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","2019-03-01","https://i.scdn.co/image/ab67616d0000b2735795e01c151ba5a8ce4bd295","1","6","206920","https://p.scdn.co/mp3-preview/0c61be893ab0f35b520faeea7c1a57c16a577477?cid=9950ac751e34487dbbe027c4fd7f8e99","true","50","USSM11809030","spotify:user:arytiss","2024-07-17T17:09:43Z","irish singer-songwriter,modern rock,pop,pov: indie","0.619","0.556","0","-7.687","1","0.0806","0.133","0","0.594","0.566","99.39","4","","Columbia","P (P) 2019 Rubyworks Ltd., under license to Columbia Records, a Division of Sony Music Entertainment"
"spotify:track:4xEHlCgoKd4RdrS79OPn9y","As It Was","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","spotify:album:2c7gFThUYyo2t6ogAgIYNw","Wasteland, Baby!","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","2019-03-01","https://i.scdn.co/image/ab67616d0000b2735795e01c151ba5a8ce4bd295","1","7","207653","https://p.scdn.co/mp3-preview/bf90e680780317481c9c969d9aa9e4bb196d9a45?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","USSM11809031","spotify:user:arytiss","2024-07-17T17:09:43Z","irish singer-songwriter,modern rock,pop,pov: indie","0.398","0.154","0","-11.395","0","0.0351","0.841","0.157","0.113","0.155","173.589","3","","Columbia","P (P) 2019 Rubyworks Ltd., under license to Columbia Records, a Division of Sony Music Entertainment"
"spotify:track:083PU4XnYAOMAGVruma3vb","Shrike","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","spotify:album:2c7gFThUYyo2t6ogAgIYNw","Wasteland, Baby!","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","2019-03-01","https://i.scdn.co/image/ab67616d0000b2735795e01c151ba5a8ce4bd295","1","8","298880","https://p.scdn.co/mp3-preview/b0f2755a2bab12abb70dd913ec4a2e9f01a3ae87?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","USSM11806791","spotify:user:arytiss","2024-07-17T17:09:43Z","irish singer-songwriter,modern rock,pop,pov: indie","0.506","0.275","7","-8.464","0","0.0292","0.494","0.00377","0.101","0.0639","153.769","3","","Columbia","P (P) 2019 Rubyworks Ltd., under license to Columbia Records, a Division of Sony Music Entertainment"
"spotify:track:6ctlpLPyLH3R1V16fxoOWE","Talk","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","spotify:album:2c7gFThUYyo2t6ogAgIYNw","Wasteland, Baby!","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","2019-03-01","https://i.scdn.co/image/ab67616d0000b2735795e01c151ba5a8ce4bd295","1","9","206546","https://p.scdn.co/mp3-preview/e8d7e7b3b8687c8ea0d715b41561a4d8e8756785?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","USSM11809032","spotify:user:arytiss","2024-07-17T17:09:43Z","irish singer-songwriter,modern rock,pop,pov: indie","0.397","0.538","2","-6.503","0","0.0339","0.179","0.148","0.113","0.247","154.342","4","","Columbia","P (P) 2019 Rubyworks Ltd., under license to Columbia Records, a Division of Sony Music Entertainment"
"spotify:track:7hfi4ZTfV7akmGINh6qYCF","Be","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","spotify:album:2c7gFThUYyo2t6ogAgIYNw","Wasteland, Baby!","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","2019-03-01","https://i.scdn.co/image/ab67616d0000b2735795e01c151ba5a8ce4bd295","1","10","289066","https://p.scdn.co/mp3-preview/edc1dace13324ffb8b93c6a57f0f25599b6f3962?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","USSM11809033","spotify:user:arytiss","2024-07-17T17:09:43Z","irish singer-songwriter,modern rock,pop,pov: indie","0.227","0.798","4","-3.901","0","0.0381","0.00262","0.0000295","0.15","0.174","94.533","4","","Columbia","P (P) 2019 Rubyworks Ltd., under license to Columbia Records, a Division of Sony Music Entertainment"
"spotify:track:5tCtCqWcXBf7eoIunSxlO8","Dinner & Diatribes","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","spotify:album:2c7gFThUYyo2t6ogAgIYNw","Wasteland, Baby!","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","2019-03-01","https://i.scdn.co/image/ab67616d0000b2735795e01c151ba5a8ce4bd295","1","11","224146","https://p.scdn.co/mp3-preview/83f4aa56b5619ce2f0e9186f843b470573e1ee14?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","USSM11809034","spotify:user:arytiss","2024-07-17T17:09:43Z","irish singer-songwriter,modern rock,pop,pov: indie","0.499","0.769","1","-5.576","1","0.0522","0.00416","0.0274","0.117","0.333","110.835","3","","Columbia","P (P) 2019 Rubyworks Ltd., under license to Columbia Records, a Division of Sony Music Entertainment"
"spotify:track:37zuIvk4KBkAxxLJsxJaHq","Would That I","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","spotify:album:2c7gFThUYyo2t6ogAgIYNw","Wasteland, Baby!","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","2019-03-01","https://i.scdn.co/image/ab67616d0000b2735795e01c151ba5a8ce4bd295","1","12","268293","https://p.scdn.co/mp3-preview/268399c1c6c5c367f58b14e09164ea9c8924ea1e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","72","USSM11809035","spotify:user:arytiss","2024-07-17T17:09:43Z","irish singer-songwriter,modern rock,pop,pov: indie","0.521","0.526","5","-6.032","1","0.0281","0.243","0.00537","0.108","0.502","130.694","4","","Columbia","P (P) 2019 Rubyworks Ltd., under license to Columbia Records, a Division of Sony Music Entertainment"
"spotify:track:4zvvvHm0b5CBl37tocxm7n","Sunlight","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","spotify:album:2c7gFThUYyo2t6ogAgIYNw","Wasteland, Baby!","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","2019-03-01","https://i.scdn.co/image/ab67616d0000b2735795e01c151ba5a8ce4bd295","1","13","257346","https://p.scdn.co/mp3-preview/125080a104053e5d917008f634beae12b4c2153f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","USSM11809036","spotify:user:arytiss","2024-07-17T17:09:43Z","irish singer-songwriter,modern rock,pop,pov: indie","0.464","0.559","7","-4.209","0","0.0287","0.368","0.000176","0.106","0.368","115.349","4","","Columbia","P (P) 2019 Rubyworks Ltd., under license to Columbia Records, a Division of Sony Music Entertainment"
"spotify:track:1HYnjKqSSHh1tdl2Hi57zH","Wasteland, Baby!","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","spotify:album:2c7gFThUYyo2t6ogAgIYNw","Wasteland, Baby!","spotify:artist:2FXC3k01G6Gw61bmprjgqS","Hozier","2019-03-01","https://i.scdn.co/image/ab67616d0000b2735795e01c151ba5a8ce4bd295","1","14","266466","https://p.scdn.co/mp3-preview/4dfb6f648c6c301c9da9a799bd91771e7694436b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","USSM11809037","spotify:user:arytiss","2024-07-17T17:09:43Z","irish singer-songwriter,modern rock,pop,pov: indie","0.427","0.407","2","-9.665","1","0.0382","0.612","0.386","0.109","0.244","168.844","4","","Columbia","P (P) 2019 Rubyworks Ltd., under license to Columbia Records, a Division of Sony Music Entertainment"
"spotify:track:16FRhHLfMBi5cZNpAdis4U","The Rockrose and the Thistle","spotify:artist:3cWRLr14V7jBctYNGaSM0S","The Amazing Devil","spotify:album:40t1Amv1WQrVMM4nvrFGAB","The Horror and the Wild","spotify:artist:3cWRLr14V7jBctYNGaSM0S","The Amazing Devil","2020-03-27","https://i.scdn.co/image/ab67616d0000b27378918dd6dc11c62e60d489e3","1","1","183141","https://p.scdn.co/mp3-preview/02d5b911c7647a579423dae8ccb73bbad72e351e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","UK6822000801","spotify:user:arytiss","2024-07-17T17:09:43Z","","0.434","0.0802","2","-22.652","1","0.0499","0.821","0.256","0.111","0.064","122.337","4","","The Amazing Devil","C 2020 The Amazing Devil, P 2020 The Amazing Devil"
"spotify:track:2JV3zPHRCzw7w8NA4wT7r3","The Horror and the Wild","spotify:artist:3cWRLr14V7jBctYNGaSM0S","The Amazing Devil","spotify:album:40t1Amv1WQrVMM4nvrFGAB","The Horror and the Wild","spotify:artist:3cWRLr14V7jBctYNGaSM0S","The Amazing Devil","2020-03-27","https://i.scdn.co/image/ab67616d0000b27378918dd6dc11c62e60d489e3","1","2","280584","https://p.scdn.co/mp3-preview/0a4f164e98ef54d2b7870408e49ee1d538007e46?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","UK6822000802","spotify:user:arytiss","2024-07-17T17:09:43Z","","0.484","0.736","7","-9.044","0","0.0615","0.0634","0.0246","0.248","0.412","96.567","4","","The Amazing Devil","C 2020 The Amazing Devil, P 2020 The Amazing Devil"
"spotify:track:5xeUo7hCIiSubAcnQApPpC","Wild Blue Yonder","spotify:artist:3cWRLr14V7jBctYNGaSM0S","The Amazing Devil","spotify:album:40t1Amv1WQrVMM4nvrFGAB","The Horror and the Wild","spotify:artist:3cWRLr14V7jBctYNGaSM0S","The Amazing Devil","2020-03-27","https://i.scdn.co/image/ab67616d0000b27378918dd6dc11c62e60d489e3","1","3","256307","https://p.scdn.co/mp3-preview/7908afb1bb754d10fb53a467d568bf1ef62a55d9?cid=9950ac751e34487dbbe027c4fd7f8e99","true","43","UK6822000803","spotify:user:arytiss","2024-07-17T17:09:43Z","","0.577","0.322","2","-10.239","1","0.0451","0.806","0.00000486","0.0868","0.441","160.248","4","","The Amazing Devil","C 2020 The Amazing Devil, P 2020 The Amazing Devil"
